moneyness,m > exp(R),E(g),bias(mu),bias(sigma),se(mu),se(sigma),E(mu_init),E(sigma_init),flags(1 and 0),flag (1),flag(0),
nsims500Iter500constraints0.csv
0.8,0,0,-0.00055388,-3.122e-05,0.1001,0.0094905,0.0055269,0.30027,0.998,0.998,0.002
