0.9,0.93,0,0.008,-0.0013465,-0.004638,0.72268,0.28123,0.13616,0.28254,1,1
0.9,0.93,0,0.012,0.00059514,0.00017485,0.059896,0.27774,0.058509,0.28164,1,3
0.9,0.93,0,0.016,0.00067242,0.00027143,-0.0014056,0.27677,-0.0014056,0.27677,1,8
0.9,0.93,0,0.016,0.00083479,0.00047189,-0.12482,0.3329,-0.090541,0.28656,1,5
0.9,0.93,0,0.016,-0.0015725,-0.0022758,0.48629,0.26868,0.26418,0.2725,1,8
0.9,0.93,0,0.016,-0.0018043,-0.0024114,0.22926,0.24708,0.12467,0.28199,1,1
0.9,0.93,0,0.016,-0.001983,-0.0025118,0.30931,0.31033,0.10041,0.30145,1,7
0.9,0.93,0,0.02,-0.0022581,-0.0033804,0.48897,0.2834,0.20662,0.29005,1,9
0.9,0.93,0,0.02,0.002777,0.0023535,-0.037609,0.26341,0.054667,0.27785,1,8
0.9,0.93,0,0.02,0.0029224,0.0024643,-0.15907,0.30586,-0.046745,0.28298,1,6
0.9,0.93,0,0.02,3.1894e-06,-0.00019024,0.30169,0.29389,0.23063,0.27767,1,5
0.9,0.93,0,0.024,0.00052582,0.00016369,0.088739,0.28183,0.083512,0.28169,1,1
0.9,0.93,0,0.024,0.00066365,0.00031099,0.050711,0.27904,0.051943,0.28387,1,3
0.9,0.93,0,0.024,0.00068329,0.00049139,-0.0096253,0.30922,-0.0070313,0.28463,0,3
0.9,0.93,0,0.024,0.00069571,0.00037356,0.0094532,0.35295,0.010785,0.29023,1,5
0.9,0.93,0,0.024,0.00079659,0.0004954,0.011858,0.34675,0.014295,0.30053,1,5
0.9,0.93,0,0.024,0.00082448,0.00050344,0.023006,0.34737,0.024334,0.30148,1,6
0.9,0.93,0,0.024,0.00085225,0.00035648,-0.13802,0.28043,-0.12883,0.27435,1,6
0.9,0.93,0,0.024,0.00089316,0.00049208,-0.13399,0.30061,-0.10934,0.27753,1,8
0.9,0.93,0,0.024,0.00089958,0.00055782,0.054366,0.35235,0.052405,0.30408,1,7
0.9,0.93,0,0.024,0.00092624,0.00065402,-0.12473,0.32363,-0.098612,0.29346,1,9
0.9,0.93,0,0.024,0.0010949,0.00082353,-0.0092044,0.29842,0.0087272,0.29158,1,7
0.9,0.93,0,0.024,-0.0013566,-0.004903,0.73615,0.27921,0.12542,0.28447,1,7
0.9,0.93,0,0.024,0.0013734,0.00092955,-0.099489,0.32987,-0.062089,0.30351,1,8
0.9,0.93,0,0.024,-0.0016418,-0.0023203,0.45146,0.31328,0.19478,0.29413,1,3
0.9,0.93,0,0.024,-0.0016952,-0.0021532,0.49435,0.28914,0.26692,0.28893,1,6
0.9,0.93,0,0.024,-0.0018109,-0.0021143,0.17947,0.23245,0.10197,0.2848,1,5
