moneyness,moneyness,m > exp(R),m > exp(R),E(g),E(g),bias(mu),bias(sigma),se(mu),se(sigma),E(mu_init),E(sigma_init),flags(1 and 0),flag (1),flag(0),
nsims250Iter500constraints2.csv
0.9,0.93,0.005728,0.04104,0.00040755,0.00029624,-0.0090255,0.0022536,0.21033,0.014037,6.3927e-05,0.30065,0.978,0.978,0.022
0.95,0.98,0.10958,0.31427,3.9091e-05,3.0624e-05,-0.011084,-0.00092562,0.14872,0.0052673,-0.000648,0.29931,0.996,0.996,0.004
0.96,0.99,0.16386,0.40318,9.7795e-05,0.00010785,-0.00081675,-0.00022496,0.13988,0.0047225,0.0079101,0.30145,0.994,0.994,0.006
0.97,1,0.22938,0.4962,3.8125e-05,-2.5629e-05,0.0033489,-0.0003823,0.14033,0.0040265,0.013319,0.29913,0.996,0.996,0.004
0.98,1.01,0.31145,0.59308,-1.3499e-05,-9.9624e-06,0.0034297,0.00044546,0.13375,0.0038982,0.013357,0.29991,0.998,0.998,0.002
0.99,1.02,0.40346,0.68178,2.4369e-05,6.9472e-06,-0.0011601,0.00020744,0.13719,0.0039299,0.0095691,0.30003,0.998,0.998,0.002
1,1.03,0.50231,0.76305,-3.846e-05,-2.2783e-05,-0.019433,-7.138e-05,0.1353,0.0043747,-0.0093303,0.29908,1,1,0
