moneyness,m > exp(R),E(g),bias(mu),bias(sigma),se(mu),se(sigma),E(mu_init),E(sigma_init),flags(1 and 0),flag (1),flag(0),
nsims250Iter500constraints0.csv
0.8,0,0,-0.0058611,5.26e-05,0.14041,0.01337,6.3927e-05,0.30065,0.996,0.996,0.004
