moneyness,moneyness,moneyness,moneyness,m > exp(R),m > exp(R),m > exp(R),m > exp(R),E(g),E(g),E(g),E(g),bias(mu),bias(sigma),se(mu),se(sigma),E(mu_init),E(sigma_init),flags(1 and 0),flag (1),flag(0),
nsims1000Iter500constraints4.csv
0.9,0.91,0.92,0.93,0.005668,0.011752,0.022426,0.04035,0.00020144,0.00019378,0.00018603,0.00017695,-0.0054194,0.00096742,0.095279,0.0065828,0.0071123,0.29998,0.974,0.974,0.026
0.95,0.96,0.97,0.98,0.10795,0.16234,0.23065,0.3116,4.1173e-05,3.7119e-05,2.9016e-05,1.8995e-05,0.00010427,-0.00021266,0.065778,0.0025579,0.0083052,0.29972,0.994,0.994,0.006
0.96,0.97,0.98,0.99,0.16208,0.23045,0.31247,0.40405,6.848e-06,-3.5365e-06,-1.2876e-05,-1.3703e-05,-0.00089952,0.00015648,0.063903,0.0021535,0.0062594,0.29986,0.994,0.994,0.006
0.97,0.98,0.99,1,0.23136,0.31312,0.40383,0.49858,1.0121e-05,1.1449e-05,1.0078e-05,7.3005e-06,-0.00079912,0.00013274,0.070676,0.0019962,0.0062928,0.30003,0.998,0.998,0.002
0.98,0.99,1,1.01,0.31469,0.40534,0.50097,0.59624,1.3325e-05,1.0936e-05,6.4225e-06,4.8751e-06,-0.011461,0.00025172,0.068772,0.0017714,-0.00413,0.30017,0.996,0.996,0.004
0.99,1,1.01,1.02,0.40233,0.49764,0.5929,0.681,2.3928e-05,1.6993e-05,1.2066e-05,9.8735e-06,0.0034657,0.00012718,0.06962,0.0018522,0.010398,0.30033,0.998,0.998,0.002
1,1.01,1.02,1.03,0.50065,0.59559,0.68404,0.76254,-2.9356e-05,-3.2259e-05,-3.0239e-05,-2.4993e-05,-0.011241,8.332e-05,0.066777,0.0020637,-0.0039394,0.29946,0.996,0.996,0.004
