0.9,0,-0.00051972,0.36929,0.31709,0.26811,0.31133,1,1
0.9,0,-0.00060311,0.3321,0.28998,0.2287,0.28318,1,8
0.9,0,-0.00073095,0.30144,0.29144,0.19536,0.28658,1,3
0.9,0,-0.0012203,0.38796,0.29958,0.22159,0.29247,1,5
0.9,0,-0.0018737,0.30902,0.30278,0.11702,0.29901,1,7
0.9,0,-0.0020893,0.32448,0.28733,0.1234,0.29032,1,5
0.9,0,0.0021849,-0.15802,0.2934,-0.10652,0.2947,1,0
0.9,0,0.0022578,-0.20196,0.30908,-0.15007,0.30807,1,6
0.9,0,0.0024913,-0.16097,0.29044,-0.097028,0.29221,1,5
0.9,0,0.0028779,-0.13433,0.28956,-0.047783,0.28957,1,8
0.9,0,-0.0030442,0.35538,0.28742,0.089679,0.29907,1,8
0.9,0,-0.003045,0.36658,0.28908,0.076895,0.29409,1,5
0.9,0,0.0040026,-0.17128,0.31305,-0.040305,0.31064,1,8
0.9,0,0.004362,-0.11905,0.29812,0.027202,0.30371,1,5
0.9,0,0.0044469,-0.11605,0.2952,0.037926,0.29823,1,0
0.9,0,0.004463,-0.23043,0.29025,-0.0942,0.29212,1,5
0.9,0,0.0046948,-0.10982,0.28414,0.056878,0.28764,1,1
0.9,0,0.0047227,-0.14412,0.29446,0.025596,0.29076,1,3
0.9,0,0.0048157,-0.15471,0.31515,0.012234,0.31376,1,9
0.9,0,0.0054864,-0.20652,0.29377,-0.01917,0.29218,1,6
0.9,0,0.0058322,-0.17378,0.30237,0.02991,0.30353,1,3
0.9,0,0.0060458,-0.15158,0.29206,0.070808,0.29014,1,1
0.9,0.002,-0.00013525,-0.00026483,0.29396,-0.047695,0.29228,1,9
0.9,0.002,0.00016877,0.20761,0.29947,0.17654,0.30288,1,8
0.9,0.002,0.0001915,0.14157,0.29535,0.11091,0.2938,1,0
0.9,0.002,0.0002314,-0.090801,0.29254,-0.11725,0.28958,1,5
0.9,0.002,-0.00024436,0.1358,0.30615,0.075171,0.30076,1,6
0.9,0.002,-0.00028233,0.16152,0.2971,0.10145,0.29568,1,5
0.9,0.002,0.00038267,-0.0093619,0.30271,-0.032707,0.30139,1,3
0.9,0.002,0.00042257,0.10252,0.30158,0.084273,0.30195,1,2
0.9,0.002,0.00049067,0.13719,0.30722,0.11896,0.29864,1,6
0.9,0.002,-0.00054047,-0.052037,0.30406,-0.12172,0.30381,1,7
0.9,0.002,0.00058807,0.031781,0.30551,0.018891,0.30513,1,9
0.9,0.002,0.00064089,0.11877,0.29636,0.11488,0.29581,1,9
0.9,0.002,-0.00065286,-0.21853,0.29022,-0.28684,0.29076,1,9
0.9,0.002,0.00066347,0.12054,0.30101,0.1152,0.29472,1,8
0.9,0.002,0.00068308,0.11443,0.30554,0.10948,0.30368,1,0
0.9,0.002,0.00071783,0.064079,0.29874,0.063237,0.29045,1,3
0.9,0.002,0.00072866,-0.024008,0.29325,-0.02557,0.28977,1,7
0.9,0.002,0.00073486,0.054293,0.29425,0.055186,0.29511,1,6
