moneyness,m > exp(R),E(g),bias(mu),bias(sigma),se(mu),se(sigma),E(mu_init),E(sigma_init),flags(1 and 0),flag (1),flag(0),
output.csv
0.8,0,0,-0.0030701,0.00018442,0.067051,0.0068695,0.003369,0.30033,0.98,0.98,0.02
