0.9,0.93,0,0.02,-0.001765,-0.0025726,0.45261,0.29539,0.19536,0.28658,1,3
0.9,0.93,0.002,0.024,-0.0021642,-0.0027048,0.37899,0.31432,0.11896,0.29864,1,6
0.9,0.93,0.002,0.026,0.00072172,0.00040978,0.12039,0.31249,0.11091,0.29126,1,2
0.9,0.93,0.002,0.026,0.0010576,0.00090827,0.15858,0.32072,0.16013,0.30624,1,0
0.9,0.93,0.002,0.026,0.0010768,0.00073232,0.053683,0.34962,0.061214,0.30736,1,4
0.9,0.93,0.002,0.026,1.0851e-05,-0.00018471,0.23126,0.30862,0.17654,0.30288,1,8
0.9,0.93,0.002,0.028,0.00014831,-8.4021e-05,0.13485,0.30666,0.090692,0.29321,1,6
0.9,0.93,0.002,0.028,0.00075399,0.00055305,0.012665,0.29418,0.012459,0.286,1,0
0.9,0.93,0.002,0.028,0.00082911,0.00057294,0.0062635,0.31409,0.0058345,0.3033,1,9
0.9,0.93,0.002,0.028,-0.0014266,-0.0018289,0.31528,0.29384,0.13241,0.27932,1,4
0.9,0.93,0.002,0.028,-0.0018826,-0.0025032,0.43859,0.32044,0.17875,0.30543,1,1
0.9,0.93,0.002,0.028,0.0055346,0.0049518,-0.21246,0.28823,-0.014293,0.27932,1,1
0.9,0.93,0.002,0.03,0.00061333,0.00035451,0.10685,0.29581,0.10145,0.29568,1,5
0.9,0.93,0.002,0.03,0.00074727,0.00053469,-0.0010071,0.30582,-0.001134,0.29259,1,8
0.9,0.93,0.002,0.03,-0.0015694,-0.0018111,0.29231,0.30581,0.1152,0.29472,1,8
0.9,0.93,0.002,0.03,0.0032879,0.0028405,-0.16702,0.31762,-0.038191,0.29205,1,7
0.9,0.93,0.002,0.03,0.0043366,0.0039709,-0.12467,0.30427,0.029094,0.30086,1,8
0.9,0.93,0.002,0.03,0.0051004,0.004801,-0.13345,0.29953,0.055186,0.29511,1,6
0.9,0.93,0.002,0.032,0.00035524,0.0001851,0.0241,0.30648,0.0021127,0.29529,1,3
0.9,0.93,0.002,0.032,0.00065465,0.00045679,0.108,0.30293,0.095405,0.29099,1,0
0.9,0.93,0.002,0.032,0.00072078,0.00054918,-0.02702,0.30668,-0.032707,0.30139,1,3
0.9,0.93,0.002,0.032,0.00074317,0.00056434,-0.023782,0.30906,-0.022082,0.29357,1,0
0.9,0.93,0.002,0.032,0.00080398,0.00053426,0.0059818,0.32339,0.0070156,0.30217,1,8
0.9,0.93,0.002,0.032,-0.0022903,-0.0028954,0.44426,0.30078,0.18041,0.29964,1,1
0.9,0.93,0.002,0.032,0.0059085,0.0052045,-0.26875,0.3035,-0.054067,0.28843,1,8
0.9,0.93,0.002,0.032,6.5937e-05,-5.1434e-05,0.067978,0.30136,0.028446,0.2971,1,0
0.9,0.93,0.002,0.034,-0.00027849,-0.00030756,0.20961,0.2982,0.1399,0.2875,1,3
0.9,0.93,0.002,0.034,0.0002928,0.00022404,0.090867,0.30278,0.063155,0.29247,1,7
0.9,0.93,0.002,0.034,-0.00049161,-0.00057108,0.040111,0.29672,-0.02557,0.28977,1,7
0.9,0.93,0.002,0.034,-0.0005157,-0.00049937,0.32662,0.30092,0.23538,0.29613,1,6
0.9,0.93,0.002,0.034,0.00073394,0.00055088,-0.027888,0.29657,-0.025267,0.28574,1,2
0.9,0.93,0.002,0.034,0.00076797,0.00053201,0.028417,0.31065,0.026751,0.29681,1,6
0.9,0.93,0.002,0.034,0.00077102,0.00073079,0.11164,0.29661,0.11488,0.29581,1,9
0.9,0.93,0.002,0.034,0.0011492,0.00081804,-0.039196,0.3623,0.00080977,0.28804,1,0
0.9,0.93,0.002,0.034,-0.0028405,-0.0035318,0.43406,0.28741,0.12022,0.28939,1,0
0.9,0.93,0.002,0.034,-0.0028791,-0.004523,0.51852,0.26942,0.090875,0.27498,1,6
0.9,0.93,0.002,0.034,0.0056655,0.0051067,-0.22077,0.30128,-0.018029,0.2922,1,2
0.9,0.93,0.002,0.036,0.00025922,0.00015932,0.13649,0.29489,0.107,0.29164,1,5
0.9,0.93,0.002,0.036,0.00067076,0.00043929,-0.0066,0.30681,-0.0071262,0.2865,1,0
0.9,0.93,0.002,0.036,0.00069582,0.00041179,-0.0073479,0.31413,-0.0062117,0.28963,1,0
