moneyness,m > exp(R),E(g),bias(mu),bias(sigma),se(mu),se(sigma),E(mu_init),E(sigma_init),flags(1 and 0),flag (1),flag(0),
nsim125Iter500constraints0.csv
0.8,0,0,0.0030637,-0.00059554,0.18928,0.019147,0.0090799,0.3006,1,1,0
