0.9,0.91,0.92,0.93,0,0,0.006,0.026,-0.00051382,-0.00060506,-0.00075146,-0.00093994,0.071645,0.20313,0.056878,0.28764,1,1
0.9,0.91,0.92,0.93,0,0.002,0.012,0.032,-0.0022126,-0.0028753,-0.0035042,-0.0040057,0.65414,0.28871,0.22159,0.29247,1,5
0.9,0.91,0.92,0.93,0,0.002,0.014,0.026,-0.0026484,-0.0029201,-0.0031815,-0.0034247,0.43591,0.30876,0.11702,0.29901,1,7
0.9,0.91,0.92,0.93,0,0.002,0.014,0.038,0.0010411,0.00095735,0.00085046,0.00078318,0.02475,0.34289,0.037926,0.29823,1,0
0.9,0.91,0.92,0.93,0,0.002,0.02,0.038,0.00077897,0.00070692,0.00062104,0.00059407,0.023264,0.31787,0.025596,0.29076,1,3
0.9,0.91,0.92,0.93,0,0.004,0.012,0.024,0.00031473,0.00026072,0.0001827,7.6392e-05,0.099141,0.29729,0.076895,0.29409,1,5
0.9,0.91,0.92,0.93,0,0.004,0.012,0.028,0.00094331,0.00088633,0.00078247,0.00067211,0.019892,0.29703,0.027202,0.30371,1,5
0.9,0.91,0.92,0.93,0,0.004,0.012,0.034,-0.0023148,-0.0025232,-0.0027472,-0.0029227,0.40081,0.3013,0.1234,0.29032,1,5
0.9,0.91,0.92,0.93,0,0.006,0.008,0.02,0.00029189,0.0002373,0.00016793,9.3843e-06,0.22137,0.29254,0.19536,0.28658,1,3
0.9,0.91,0.92,0.93,0,0.006,0.016,0.038,0.0018691,0.0017839,0.0016732,0.0015798,-0.083197,0.27353,-0.047783,0.28957,1,8
0.9,0.91,0.92,0.93,0,0.006,0.024,0.044,-0.0031313,-0.0034124,-0.0035674,-0.0036392,0.42322,0.3021,0.089679,0.29907,1,8
0.9,0.91,0.92,0.93,0,0.006,0.024,0.046,0.00079142,0.00073983,0.00070787,0.00074539,0.030424,0.31335,0.02991,0.30353,1,3
0.9,0.91,0.92,0.93,0,0.008,0.01,0.024,-0.00028181,-0.00032531,-0.00037825,-0.00048735,0.27667,0.27872,0.2287,0.28318,1,8
0.9,0.91,0.92,0.93,0,0.008,0.016,0.04,0.00067,0.0006155,0.00055236,0.00052022,-0.019434,0.31421,-0.01917,0.29218,1,6
0.9,0.91,0.92,0.93,0,0.008,0.034,0.056,0.0008603,0.00081664,0.00086313,0.0009893,0.011665,0.3319,0.012234,0.31376,1,9
0.9,0.91,0.92,0.93,0,0.01,0.016,0.032,-0.00076944,-0.00084513,-0.00087553,-0.00088783,0.38963,0.31595,0.26811,0.31133,1,1
0.9,0.91,0.92,0.93,0,0.01,0.018,0.03,0.00044589,0.00039673,0.00034764,0.00023319,-0.098484,0.32355,-0.097028,0.29221,1,5
0.9,0.91,0.92,0.93,0,0.012,0.018,0.04,0.00084572,0.00080107,0.00078499,0.00074921,0.072582,0.32572,0.070808,0.29014,0,1
0.9,0.91,0.92,0.93,0,0.012,0.026,0.054,0.0017093,0.0016305,0.0016014,0.001536,-0.18354,0.31182,-0.15007,0.30807,1,6
0.9,0.91,0.92,0.93,0,0.014,0.022,0.032,0.00056276,0.00051908,0.00049358,0.0004042,-0.10694,0.31533,-0.10652,0.2947,1,0
0.9,0.91,0.92,0.93,0,0.014,0.026,0.046,0.0042612,0.004167,0.004097,0.0039945,-0.18031,0.31254,-0.040305,0.31064,1,8
0.9,0.91,0.92,0.93,0,0.016,0.02,0.036,0.0041782,0.0040616,0.0039167,0.0037117,-0.24413,0.30621,-0.0942,0.29212,1,5
0.9,0.91,0.92,0.93,0.002,0.002,0.01,0.026,-0.0024906,-0.0027142,-0.0029851,-0.0032562,0.36849,0.29228,0.11091,0.29126,1,2
0.9,0.91,0.92,0.93,0.002,0.002,0.01,0.026,0.0030644,0.0029761,0.0028138,0.0026292,-0.049883,0.32211,0.061214,0.30736,1,4
0.9,0.91,0.92,0.93,0.002,0.002,0.01,0.03,-0.0028447,-0.0030969,-0.0034031,-0.0036151,0.36897,0.28475,0.10145,0.29568,1,5
0.9,0.91,0.92,0.93,0.002,0.002,0.012,0.028,-0.0023538,-0.0026079,-0.0028986,-0.0031124,0.44911,0.30409,0.17875,0.30543,1,1
0.9,0.91,0.92,0.93,0.002,0.002,0.024,0.032,0.004922,0.0047774,0.0046359,0.0044913,-0.13235,0.2865,0.028446,0.2971,1,0
0.9,0.91,0.92,0.93,0.002,0.004,0.01,0.028,0.00076278,0.00071125,0.00061016,0.00050885,0.0097304,0.31429,0.0058345,0.3033,1,9
0.9,0.91,0.92,0.93,0.002,0.004,0.01,0.034,0.0007421,0.00069739,0.00060495,0.00050477,0.095337,0.30245,0.090875,0.27498,0,6
0.9,0.91,0.92,0.93,0.002,0.004,0.01,0.036,0.00087241,0.00080216,0.0006999,0.00058143,-0.016107,0.30919,-0.0062117,0.28963,1,0
0.9,0.91,0.92,0.93,0.002,0.004,0.012,0.028,-0.00020228,-0.00024954,-0.00033987,-0.00041694,0.1706,0.27046,0.13241,0.27932,1,4
0.9,0.91,0.92,0.93,0.002,0.004,0.012,0.032,0.0023552,0.0022726,0.0021577,0.0020043,-0.073169,0.32341,0.0070156,0.30217,1,8
0.9,0.91,0.92,0.93,0.002,0.004,0.016,0.026,-0.0024111,-0.0026524,-0.0029063,-0.0030981,0.42449,0.29118,0.17654,0.30288,0,8
0.9,0.91,0.92,0.93,0.002,0.004,0.016,0.03,-0.00049972,-0.00056605,-0.00063389,-0.00071475,0.027526,0.30335,-0.038191,0.29205,1,7
0.9,0.91,0.92,0.93,0.002,0.004,0.018,0.034,0.0046804,0.0045399,0.0043741,0.0041784,-0.135,0.2954,0.026751,0.29681,1,6
0.9,0.91,0.92,0.93,0.002,0.004,0.018,0.04,-0.0019355,-0.0020745,-0.0021828,-0.0021954,0.32329,0.29836,0.11627,0.2914,1,0
0.9,0.91,0.92,0.93,0.002,0.004,0.02,0.038,0.00076223,0.00068925,0.00061336,0.00055809,-0.045406,0.28727,-0.042193,0.28193,1,7
0.9,0.91,0.92,0.93,0.002,0.004,0.02,0.038,0.0065388,0.0063341,0.0061443,0.0059173,-0.22031,0.30247,-0.0064916,0.30677,1,3
0.9,0.91,0.92,0.93,0.002,0.004,0.022,0.032,0.0029609,0.0028552,0.0027541,0.0026274,-0.12588,0.30675,-0.022082,0.29357,1,0
0.9,0.91,0.92,0.93,0.002,0.006,0.006,0.034,0.00066731,0.00061915,0.00050529,0.00036172,0.00072743,0.31847,0.00080977,0.28804,1,0
0.9,0.91,0.92,0.93,0.002,0.006,0.012,0.024,-0.00042804,-0.00047495,-0.0005501,-0.00066256,0.19868,0.3079,0.11896,0.29864,1,6
0.9,0.91,0.92,0.93,0.002,0.006,0.012,0.032,-0.0025463,-0.0027486,-0.002988,-0.0031754,0.37229,0.29318,0.095405,0.29099,1,0
0.9,0.91,0.92,0.93,0.002,0.006,0.014,0.026,-0.00084118,-0.00091537,-0.00096317,-0.0010689,0.25486,0.29606,0.16013,0.30624,1,0
0.9,0.91,0.92,0.93,0.002,0.006,0.014,0.028,-0.0021123,-0.0022802,-0.0024428,-0.0026225,0.3351,0.30662,0.090692,0.29321,1,6
0.9,0.91,0.92,0.93,0.002,0.006,0.014,0.032,-0.002305,-0.0025283,-0.0027395,-0.0029085,0.44144,0.29959,0.18041,0.29964,0,1
0.9,0.91,0.92,0.93,0.002,0.006,0.014,0.036,0.00046811,0.00041316,0.00032799,0.0002448,0.0054978,0.29798,-0.0071262,0.2865,1,0
