0.9,0.93,0.001,0.024,0.0053087,0.004621,-0.23764,0.3171,0.0023574,0.27277,1,25
0.9,0.93,0.001,0.033,0.00058154,0.00050043,0.049066,0.31309,0.037283,0.29734,1,20
0.9,0.93,0.001,0.033,-0.0028363,-0.0034645,0.40429,0.30634,0.076313,0.29235,1,25
0.9,0.93,0.001,0.034,-0.0025774,-0.0032247,0.41918,0.30503,0.12103,0.29681,0,24
0.9,0.93,0.001,0.035,0.00081542,0.00053028,-0.10981,0.31039,-0.10029,0.29278,1,24
0.9,0.93,0.001,0.042,-0.0021031,-0.0023669,0.38025,0.30667,0.15095,0.30201,1,29
0.9,0.93,0.001,0.049,0.00077924,0.00084665,0.054569,0.31266,0.052991,0.3027,1,26
0.9,0.93,0.002,0.018,0.00049842,0.00020634,0.093896,0.27719,0.086118,0.28137,1,24
0.9,0.93,0.002,0.024,-0.0016093,-0.001902,0.1808,0.30214,0.027343,0.28988,1,24
0.9,0.93,0.002,0.026,0.00027172,0.00012858,0.16462,0.29654,0.13475,0.29119,1,26
0.9,0.93,0.002,0.028,0.00060681,0.0004308,0.068089,0.30712,0.055834,0.30178,1,21
0.9,0.93,0.002,0.029,0.00078727,0.00056608,0.0002042,0.30957,0.00019673,0.29801,1,28
0.9,0.93,0.002,0.03,0.00081417,0.00061739,0.058001,0.31198,0.056117,0.30594,1,25
0.9,0.93,0.002,0.031,0.00070905,0.00050786,0.075039,0.29843,0.072791,0.28421,1,25
0.9,0.93,0.002,0.031,-0.0019447,-0.0022304,0.31419,0.3127,0.10383,0.30144,1,25
0.9,0.93,0.002,0.032,0.00073699,0.00054427,0.030264,0.30756,0.027437,0.29571,1,25
0.9,0.93,0.002,0.032,0.0047466,0.004251,-0.20046,0.30882,-0.021147,0.29173,1,29
0.9,0.93,0.002,0.033,0.00067821,0.00049434,0.096682,0.30876,0.08787,0.2912,1,27
0.9,0.93,0.002,0.034,0.00060723,0.00042937,-0.058103,0.29938,-0.064676,0.29071,1,20
0.9,0.93,0.002,0.034,0.00066718,0.00048655,0.065267,0.29783,0.061128,0.28821,1,29
0.9,0.93,0.002,0.034,0.00074428,0.00052285,-0.05018,0.3062,-0.045215,0.2883,1,23
0.9,0.93,0.002,0.034,-0.0023049,-0.0026474,0.3687,0.30816,0.10465,0.29422,1,22
0.9,0.93,0.002,0.035,7.9345e-06,2.2293e-05,0.12552,0.29621,0.083479,0.29648,1,21
0.9,0.93,0.002,0.036,0.0006525,0.00053938,0.15049,0.29758,0.14529,0.2888,1,25
0.9,0.93,0.002,0.037,-0.00039234,-0.00051534,0.13351,0.30261,0.064963,0.29755,1,27
0.9,0.93,0.002,0.037,0.00063246,0.00059106,0.10841,0.29805,0.10258,0.29614,1,25
0.9,0.93,0.002,0.037,0.00070768,0.00064332,0.051422,0.30334,0.047214,0.29733,1,26
0.9,0.93,0.002,0.037,-0.0016909,-0.0017611,0.2008,0.30582,0.040956,0.29825,1,24
0.9,0.93,0.002,0.038,0.00022996,0.00027121,0.16449,0.30392,0.13574,0.3047,1,21
0.9,0.93,0.002,0.038,0.00089809,0.000781,0.026584,0.33122,0.030633,0.30399,1,20
0.9,0.93,0.002,0.038,4.8852e-05,-6.7571e-05,-0.033892,0.29784,-0.072608,0.29387,1,28
0.9,0.93,0.002,0.039,-0.00010463,-0.00015163,0.12026,0.29597,0.072396,0.29447,1,29
0.9,0.93,0.002,0.039,0.00078193,0.00068234,-0.0072073,0.30159,-0.0075276,0.2959,1,21
0.9,0.93,0.002,0.039,5.7389e-05,-2.5888e-05,-0.02403,0.29921,-0.061759,0.29559,1,28
0.9,0.93,0.002,0.039,7.9933e-05,-2.9111e-05,0.038054,0.29669,0.0014105,0.29174,1,28
0.9,0.93,0.002,0.04,0.00073694,0.00075851,0.070801,0.29755,0.069672,0.29776,1,28
0.9,0.93,0.002,0.04,0.00074374,0.00069714,0.035167,0.31028,0.032672,0.29837,1,23
